[0.7996342494643877  0.0973164478831683  0.10304930265244411]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8003838661504148  0.09981074170886324 0.09981084161120746]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001881290727986 0.0999064124831877 0.0999064124831877]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.799218743009987   0.09990234287624837 0.10087891411376475]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992186989062925  0.09990233736328656 0.10087896373042099]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992190265373557  0.09990237831716946 0.10087859514547491]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000001734631398  0.10000078058412903 0.09999991326843011]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001940256760205 0.0999029871619898 0.0999029871619898]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001952085229084  0.09990239573854584 0.09990239573854584]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001960944580234  0.09990195277098833 0.09990195277098833]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992177228937561  0.09990221536171952 0.10088006174452438]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001948124681459  0.09990259376592708 0.09990259376592708]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001951118082248  0.09990244409588764 0.09990244409588764]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992188862374803  0.09990236077968503 0.1008787529828347 ]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992184301151498  0.09990230376439373 0.10087926612045651]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7999914504780202  0.10000961821222731 0.10000961821222731]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000001549512884  0.10000069728079766 0.09999992252435583]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000001773061097  0.10000079787749355 0.09999991134694516]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992198543928315  0.09990248179910394 0.10087766380806457]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7992188047442021  0.09990235059302527 0.10087884466277265]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8003903303198074  0.09980483484009636 0.09980483484009636]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.7999988059966632  0.10000134325375397 0.10000134325375397]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001893238570531  0.09990533807147346 0.09990533807147346]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8000001802820301  0.10000081126913535 0.09999990985898496]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.800000220043822   0.1000009901971985  0.09999988997808906]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
[0.8001948599811503  0.09990257000942493 0.09990257000942493]
[0.8 0.1 0.1]
[0.8 0.1 0.1]
